"Instruction","Response","Category"
"কেন অ্যালগরিদমের প্রথম অ্যারের দুটি পাশাপাশি উপাদান swap করা হলে একটি নতুন অ্যারে তৈরি হবে?","কারণ দুটি উপাদান swap করলে তাদের অবস্থান পরিবর্তিত হয়, ফলে একটি নতুন অ্যারে তৈরি হয়।","Causal"
"অ্যালগরিদমের প্রথম অ্যারের দুটি পাশাপাশি উপাদান swap করা হলে কী ধরনের অ্যারে তৈরি হবে?","এটি একটি অস্থায়ী অ্যারে তৈরি হবে যা পরবর্তীতে আবার পরিবর্তিত হতে পারে।","Reasoning"
"প্রথম অ্যারের উপাদানগুলিকে দ্বিতীয় অ্যারের সমান করা হলে কী হবে?","প্রথম অ্যারের উপাদানগুলিকে দ্বিতীয় অ্যারের সমান করা হলে তারা একই হবে।","Factual"
"কেন প্রথম অ্যারের উপাদানগুলিকে দ্বিতীয় অ্যারের সমান করা হলে তারা একই হবে?","কারণ তাদের উপাদানগুলিকে সমান করা হলে তাদের মধ্যে কোনো পার্থক্য থাকবে না।","Causal"
"প্রথম অ্যারের উপাদানগুলিকে দ্বিতীয় অ্যারের সমান করা হলে কী বোঝায়?","এটি বোঝায় যে দুটি অ্যারের উপাদানগুলিকে সমান করার মাধ্যমে একটি নির্দিষ্ট সম্পর্ক তৈরি হয়েছে।","Reasoning"
"দুটি অ্যারের উপাদানগুলিকে swap করা হলে কী ধরনের অ্যারে তৈরি হবে?","এটি একটি নতুন অ্যারে তৈরি হবে যার উপাদানগুলিকে পরিবর্তন করা হয়েছে।","Factual"
"কেন দুটি অ্যারের উপাদানগুলিকে swap করা হলে একটি নতুন অ্যারে তৈরি হবে?","কারণ উপাদানগুলিকে পরিবর্তন করা হলে একটি নতুন অ্যারে তৈরি হয়।","Causal"
"উপাদানগুলোকে সাজানোর জন্য কোন শর্তগুলি বিবেচনা করা হয়েছে?","উপাদানগুলোকে সাজানোর জন্য শর্তগুলি বিবেচনা করা হয়েছে P ≤ hi এবং P + pi ≤ hi+1।","Factual"
"উপাদানগুলোকে সাজানোর জন্য কেন একটি কমিউটেটিভ অর্ডার ব্যবহার করা হয়েছে?","উপাদানগুলোকে সাজানোর জন্য একটি কমিউটেটিভ অর্ডার ব্যবহার করা হয়েছে যাতে দুটি উপাদানকে অদলবদল করা হলে সাজানো উপাদানগুলোর শর্তগুলো অপরিবর্তিত থাকে।","Causal"
"প্রদত্ত সমস্যাটিতে কি ধরনের অ্যালগরিদম ব্যবহার করা যেতে পারে?","প্রদত্ত সমস্যাটিতে একটি গ্রিডিং বা সাজানো অ্যালগরিদম ব্যবহার করা যেতে পারে যাতে উপাদানগুলোকে একটি নির্দিষ্ট ক্রমে সাজানো যায়।","Reasoning"
"সাজানো উপাদানগুলোর জন্য কোনটি একটি বৈধ শর্ত?","সাজানো উপাদানগুলোর জন্য একটি বৈধ শর্ত হল pi + hi < pi+1 + hi+1।","Factual"
"উপাদানগুলোকে সাজানোর জন্য কি ধরনের ডেটা স্ট্রাকচার ব্যবহার করা যেতে পারে?","উপাদানগুলোকে সাজানোর জন্য একটি লিস্ট বা অ্যারে ব্যবহার করা যেতে পারে।","Factual"
"কেন উপাদানগুলোকে সাজানোর জন্য একটি অর্ডার ব্যবহার করা হয়েছে?","উপাদানগুলোকে সাজানোর জন্য একটি অর্ডার ব্যবহার করা হয়েছে যাতে উপাদানগুলোকে একটি নির্দিষ্ট ক্রমে সাজানো যায় এবং শর্তগুলো পূরণ করা যায়।","Causal"
"প্রদত্ত সমস্যাটিতে কি ধরনের সমস্যা রয়েছে?","প্রদত্ত সমস্যাটিতে একটি সাজানো বা গ্রিডিং সমস্যা রয়েছে।","Reasoning"
"উপাদানগুলোকে সাজানোর জন্য কোনটি একটি প্রয়োজনীয় শর্ত?","উপাদানগুলোকে সাজানোর জন্য একটি প্রয়োজনীয় শর্ত হল P ≤ hi।","Factual"
"কেন উপাদানগুলোকে সাজানোর জন্য একটি কমিউটেটিভ অর্ডার ব্যবহার করা হয়েছে?","উপাদানগুলোকে সাজানোর জন্য একটি কমিউটেটিভ অর্ডার ব্যবহার করা হয়েছে যাতে দুটি উপাদানকে অদলবদল করা হলে সাজানো উপাদানগুলোর শর্তগুলো অপরিবর্তিত থাকে।","Causal"
"প্রদত্ত সমস্যাটিতে কি ধরনের অ্যালগরিদম ব্যবহার করা যেতে পারে?","প্রদত্ত সমস্যাটিতে একটি গ্রিডিং বা সাজানো অ্যালগরিদম ব্যবহার করা যেতে পারে যাতে উপাদানগুলোকে একটি নির্দিষ্ট ক্রমে সাজানো যায়।","Reasoning"
"সাজানো উপাদানগুলোর জন্য কোনটি একটি বৈধ শর্ত?","সাজানো উপাদানগুলোর জন্য একটি বৈধ শর্ত হল hi < P + pi+1।","Factual"
"(5.3.৫) শর্তটি কী?","(5.3.৫) হল P ≤ hi+1 এবং P + pi+1 ≤ hi।","Factual"
"(5.3.৫) শর্তটি কেন দরকার?","এটি দুটি পাশাপাশি খণ্ডকে একত্রে মিলিয়ে দেখতে পারব কি না তা নির্ধারণ করে; শর্ত পূরণ হলে একত্রিত করা যায় না।","Causal"
"(5.3.৫) শর্তটি পূরণ হলে (5.3.১) ও (5.3.৬) কীভাবে সত্য হয়?","(5.3.৭) ⇒ (5.3.১) এবং (5.3.২) ⇒ (5.3.৬) তাই (5.3.৫) পূরণ হলে দুটি শর্ত স্বয়ংসম্পূর্ণভাবে সত্য হয়ে যায়।","Reasoning"
"dpi,P এর সংজ্ঞা কী?","dpi,P হল প্রথম i উপাদান বিবেচনা করে সর্বনিম্ন ভ্যালিড সাবসিকুয়েন্সের লেংথ, যেন সাবসিকুয়েন্সের pi গুলোর যোগফল P-এর সমান হয়।","Factual"
"dpi,j নির্ধারণে কেন P-এর মান অত্যন্ত বড় হতে পারে?","কারণ প্রতিটি উপাদানের জন্য সম্ভাব্য সব pi যোগ করে P গঠন করতে হয়, যা সম্ভাব্য মানগুলোর যোগফল হিসেবে বিশাল হতে পারে।","Causal"
"dpi,j কে “j সাইজের সাবসিকুয়েন্সের মিনিমাম P” হিসেবে নির্ধারণ করলে কী সুবিধা মেলে?","এটি স্টেট সংখ্যা কমিয়ে O(N·সর্বোচ্চ P) এর বদলে O(N·সর্বোচ্চ জ) কমপ্লেক্সিটি দেয়, যা বাস্তবিকভাবে কার্যকর।","Reasoning"
"অপারেশন তিনটি কী কী?","সেট (সব ০), রিসেট (সব ১), টগল (০↔১)।","Factual"
"অপারেশনগুলো কেন পাশাপাশি ক্রমে বিবেচনা করা হয়?","কারণ দুটি অপারেশনের মাঝে অন্যগুলো এসে তাদের প্রভাব পরিবর্তন করে ফেলে; পাশাপাশি থাকলে একত্রিত করে অপারেশন সংখ্যা কমানো যায়।","Causal"
"দুটি পাশাপাশি অপারেশনকে একত্রিত করে একটি বানানো সম্ভব হলে কী হয়?","তখন ঐ দুটি অপারেশন একটি অপ্টিমাল সাবসিকুয়েন্সের পাশাপাশি পাশাপাশি থাকবে; এভাবে সমগ্র সিকুয়েন্সটি অপ্টিমাল রূপে সংক্ষিপ্ত করা যায়।","Reasoning"
"JOI Spring Camp ’19 - Lamps সমস্যাটির লক্ষ্য কী?","ন্যূনতম সংখ্যক অপারেশন প্রয়োগ করে A অ্যারেক B অ্যারের সমান করা।","Factual"
"⋆i = ⊕ এবং ⋆i+1 = ⊕১ হলে আমরা কী করি?","আমরা দুটি রেঞ্জের ওভারল্যাপ চেক করি; যদি li > li+1 হয় তবে সেগুলোকে সয়াপকেরিদে ধরি, নইলে আলাদা রাখি।","Factual"
"⋆i = ⊕, ⋆i+1 = ⊕১ হলে কেন li > li+1 শর্তটি সয়াপকেরিদে ধরার সিদ্ধান্ত নেওয়া হয়?","কারণ li > li+1 হলে দুটি রেঞ্জ একে-অপরকে ছেদ না করেও সয়াপকেরিদে থাকে, ফলে আলাদা করে ছোট করার দরকার পড়ে না।","Causal"
"⋆i = ⊕, ⋆i+1 = ⊕১ অবস্থায় দুটি রেঞ্জের কমন অংশ বের করলে ফাইনাল অ্যারেতে কী প্রভাব পড়বে?","কমন অংশ বের করা হলে তা আলাদা অপারেশন হিসেবে ধরা হয়, ফলে ফাইনাল অ্যারেতে সেই অংশের জন্য আলাদা করে অপারেশন থাকবে; কিন্তু মোট অপারেশন সংখ্যা কমে যেতে পারে কারণ একই কাজ পুনরাবৃত্তি হবে না।","Reasoning"
"⋆i = ⊕, ⋆i+1 = 1 হলে কোন অপারেশনগুলো টগল বানানো হয়?","আগের অপারেশনটিকে সেট এবং পরের অপারেশনটিকে টগল বানানো হয়।","Factual"
"টগল অপারেশন পরে নিয়ে যাওয়া হয় কেন?","টগল অপারেশন পরে নিয়ে গেলে আমরা একই দিকে একাধিক অপশন পাই, যা সার্বিকভাবে কম অপারেশনে কাজ শেষ করতে সাহায্য করে।","Causal"
"টগল অপারেশন পরে সরিয়ে দিলে ফাইনাল অ্যারেতে কোনো পরিবর্তন আসে কি?","না, ফাইনাল অ্যারে একই থাকে; শুধু অপারেশনের ক্রম বদলায় যাতে কম অপারেশন লাগে।","Reasoning"
"⋆i = ⊕, ⋆i+1 = 0 হলে প্রথম ও পরের অপারেশনকে যথাক্রমে কী বলা হয়?","প্রথম অপারেশনকে সেট এবং পরের অপারেশনকে টগল বলা হয়।","Factual"
"f(b, S) ফাংশনের ইনপুট কী কী?","ফাংশনটি একটি বিট b এবং একটি অপারেশনের সেট S ইনপুট হিসেবে নেয়।","Factual"
"কেন dpi-1,V টার্মে |U ⊕ V| যোগ করতে হয়?","কারণ V সেটে U-তে নেই এমন অপারেশনগুলোর সংখ্যা (Symmetric Difference) নতুন ভুল দাগের হিসেবে যোগ হয়।","Causal"
"K=23 থেকে K=6-এ নেমে আসার পেছনে যুক্তি কী?","অপারেশনগুলোর পারস্পরিক বাদ-প্রতিবাদ বিশ্লেষণ করে দেখা গেছে প্রকৃত ভিন্ন সেট ৬টির বেশি নয়, তাই K=6 সঠিক আনুমানিক মান।","Reasoning"
"টেক্সটে উল্লিখিত কাজগুলো কি ধরনের ক্রম অনুসারে করতে হবে?","প্রথমে মধ্যাপ বাম থেকে ডানে একটি নির্দিষ্ট ক্রম অনুসারে কাজগুলো করতে হবে।","Factual"
"কাজগুলো কি ভাবে করতে হবে যাতে ফাইনালি একটি ভার valid ক্রম পাওয়া যায়?","কাজগুলো এমন ভাবে করতে হবে যেন একটি নির্দিষ্ট ক্রম অনুসারে কাজগুলো করা হয় এবং প্রতিটি কাজের জন্য একটি নির্দিষ্ট নিয়ম অনুসরণ করা হয়।","Causal"
"টেক্সটে বর্ণিত কাজগুলোর জন্য কোন ধরনের ডেটা স্ট্রাকচার ব্যবহার করা যেতে পারে?","একটি স্ট্যাক ডেটা স্ট্রাকচার ব্যবহার করা যেতে পারে যাতে কাজগুলোকে একটি নির্দিষ্ট ক্রম অনুসারে করা যায়।","Reasoning"
"টেক্সটে উল্লিখিত কাজগুলোর কি ধরনের সমস্যা সমাধান করা যায়?","এটি একটি সমস্যা সমাধান করা যায় যাতে একটি নির্দিষ্ট ক্রম অনুসারে কাজগুলো করা হয় এবং একটি ভার valid ক্রম পাওয়া যায়।","Factual"
"কাজগুলো কি ভাবে করতে হবে যাতে একটি ভার valid ক্রম পাওয়া যায়?","কাজগুলো করতে হবে একটি নির্দিষ্ট ক্রম অনুসারে যাতে একটি ভার valid ক্রম পাওয়া যায়।","Causal"
"টেক্সটে বর্ণিত কাজগুলোর জন্য কোন ধরনের অ্যালগরিদম ব্যবহার করা যেতে পারে?","একটি স্ট্যাক-ভিত্তিক অ্যালগরিদম ব্যবহার করা যেতে পারে যাতে কাজগুলোকে একটি নির্দিষ্ট ক্রম অনুসারে করা যায়।","Reasoning"
"টেকস্টে উল্লিখিত কাজগুলোর কি ধরনের জটিলতা রয়েছে?","কাজগুলোর একটি নির্দিষ্ট ক্রম অনুসারে জটিলতা রয়েছে।","Factual"
"কাজগুলো কি ভাবে করতে হবে যাতে একটি ভার valid ক্রম পাওয়া যায়?","কাজগুলো করতে হবে একটি নির্দিষ্ট ক্রম অনুসারে যাতে একটি ভার valid ক্রম পাওয়া যায়।","Causal"
"টেক্সটে বর্ণিত কাজগুলোর জন্য কোন ধরনের ডেটা স্ট্রাকচার ব্যবহার করা যেতে পারে?","একটি স্ট্যাক ডেটা স্ট্রাকচার ব্যবহার করা যেতে পারে যাতে কাজগুলোকে একটি নির্দিষ্ট ক্রম অনুসারে করা যায়।","Reasoning"
"টেক্সটে উল্লিখিত কাজগুলোর কি ধরনের সমস্যা সমাধান করা যায়?","এটি একটি সমস্যা সমাধান করা যায় যাতে একটি নির্দিষ্ট ক্রম অনুসারে কাজগুলো করা হয় এবং একটি ভার valid ক্রম পাওয়া যায়।","Factual"
"কাজগুলো কি ভাবে করতে হবে যাতে একটি ভার valid ক্রম পাওয়া যায়?","কাজগুলো করতে হবে একটি নির্দিষ্ট ক্রম অনুসারে যাতে একটি ভার valid ক্রম পাওয়া যায়।","Causal"
"অপটিমাল সলিউশনের সংজ্ঞা কী?","যে সব সলিউশনে min{pi} = M এবং বাকি সব সলিউশনের min{pi} ≥ M, তাদের ভ্যালিড সলিউশন বলা হয়।","Factual"
"কেন si ধনাত্মক হলে একে ঋণাত্মক বা শূন্যের আগে রাখা উচিত?","কারণ সামনে রাখলে ক্যানোলেশন বা পরের পজিশনে লাভটা কাজে লাগানো যায়, ফলে সামগ্রিক খরচ কমে যায়।","Causal"
"যদি mi < mi+1 হয়, তবে কি দুটি উপাদান সোয়াপ করা ভ্যালিড সলিউশনকে অবশ্যই অপটিমাল বানায়?","না, শুধু mi < mi+1 হলেই সোয়াপ করা ভ্যালিড সলিউশনকে অপটিমাল বানায় না; অতিরিক্ত শর্ত যেমন si+1 এবং খরচ কমানোর সম্ভাবনাও বিবেচনা করতে হয়।","Reasoning"
"S কীভাবে সংজ্ঞায়িত করা হয়েছে?","S = Σj=1^(i−1) sj দ্বারা সংজ্ঞায়িত, অর্থাৎ প্রথম i-1 টি উপাদানের sj এর সমষ্টি।","Factual"
"কী কারণে (5.3.৯) থেকে (5.3.১০) কে মিথ্যা বলা হয়েছে?","কারণ si যেকোনো চিহ্নেরই হতে পারে, তাই S + mi+1 < M হলেও (5.3.৯) এখনো সত্য থাকতে পারে, ফলে (5.3.১০) সব সময় মিথ্যা নয়।","Causal"
"si এবং si+1 উভয় ধনাত্মক হলে Comparator-এর ক্রম কীভাবে নির্ধারিত হয়?","তখন i < j এর জন্য mi > mj অনুযায়ী বস্তুগুলো সাজানো হয় এবং একই সাথে si − mi > sj −mj অনুযায়ী ক্রম নির্ধারণ করা হয়, যা একটি Complete Order তৈরি করে।","Reasoning"
"(5.3.১২) অসমতাটি কী?","si − mi > si+1 − mi+1","Factual"
"কেন ধনাত্মক si গুলোকে আগে রাখতে হয় এবং বাকিগুলো পরে রাখতে হয়?","কারণ এতে করে পরবর্তী বৃহৎ মিনিওনগুলোর লস কমে এবং সামগ্রিক খরচ সাশ্রয় হয়, যা অপটিমাল সলিউশন নিশ্চিত করে।","Causal"
"si ≤0 এবং si+1 >0 হলে দুটি উপাদান সোয়াপ করলে কী ধরনের সলিউশন পাওয়া যায়?","এমন সোয়াপ করলেও পাওয়া সলিউশনটি ভ্যালিড সলিউশনই থাকে, কারণ এতে মিনিমাম পাওয়ার শর্ত এবং খরচ কমানোর সম্ভাবনা বজায় থাকে।","Reasoning"
"Complete Order কী নিশ্চয় করে?","এটি নিশ্চয় করে যে দুটি উপাদানের মধ্যে সব সময়ই স্পষ্ট ক্রম নির্ধারণ করা যায়—অর্থাৎ কোনো দুটি উপাদানের জন্য হয় A < B অথবা B < A, কোনো অনিশ্চয়তা থাকে না।","Factual"
"n-ঘাতী পলিনোমিয়ালের সংজ্ঞা কী?","এটি এমন একটি একচলকবিশিষ্ট ফাংশন যার ঘাতগুলো অঋণাৎক পূর্ণসংখ্যা এবং সর্বোচ্চ ঘাত n।","Factual"
"কেন n-ঘাতী পলিনোমিয়ালের জন্য n+1টি (x, y) জোড়া থাকলে তা এককভাবে নির্ণয়যোগ্য হয়?","কারণ n-ঘাতী পলিনোমিয়ালে n+1টি অজ্ঞাত সহগ থাকে; n+1টি বিন্দু সেগুলোর সমান সংখ্যক সমীকরণ দেয়, যা একমাত্র সমাধান দেয়।","Causal"
"Vasya-র অফারগুলোতে একাধিক মাস একসঙ্গে চালু রাখা সম্ভব হলেও কেন একই মাসে দুটি আলাদা অফার নেওয়া যায় না?","কারণ প্রতিটি অফারের শর্ত অনুযায়ী একই মাসে দুটি আলাদা অফারের সুবিধা নেওয়া সম্ভব নয়; প্রতিটি মাসে শুধু একটি অফারের অর্থ প্রদান করতে হয়।","Reasoning"
"Codeforces 1107F সমস্যায় Vasya-র কাছে প্রথমে কত টাকা থাকে?","শুরুতে Vasya-র কাছে ০ টাকা থাকে।","Factual"
"পলিনোমিয়াল ইন্টারপোলেশনে n-ডিগ্রি পলিনোমিয়ালের জন্য কমপক্ষে কতটি বিন্দু প্রয়োজন?","প্রয়োজন n+1টি বিন্দু।","Factual"
"দুটি পলিনোমিয়াল যোগ করলে তাদের ডিগ্রি কীভাবে নির্ধারিত হয়?","দুটি পলিনোমিয়ালের ডিগ্রির মধ্যে maximum(m, n) হবে যোগফলের ডিগ্রি।","Causal"
"Vasya-র অফারে প্রতি মাসে bi টাকা দিতে হয়—এই bi কি শুধু চালু থাকা মাসগুলোর জন্য, না চালু মাসের শেষ মাসেও?","চালু থাকা প্রতিটি মাসের শেষেই bi টাকা দিতে হয়, অর্থাৎ চালু মাসটির শেষেও এই অর্থ প্রদান করতে হয়।","Causal"
"যদি n=500 এবং প্রতিটি অফারের ai, bi, ki সর্বোচ্চ ১০⁹ হয়, তাহলে Vasya-র সর্বোচ্চ কত মাস পর্যন্ত গাড়ির ঋণ পরিশোধ চালিয়ে যেতে পারে?","এই সীমাবদ্ধতায় সর্বাধিক ৭৫ মাস পর্যন্ত গাড়ির ঋণ পরিশোধ চালিয়ে যেতে পারে, কারণ ইনপুট ফাইলে T ≤ 75 টি টেস্টকেস রয়েছে।","Reasoning"
"একটি n-ঘাতী পলিনোমিয়ালের সাধারণ রূপ কী?","P(x) = aₙxⁿ + aₙ₋₁xⁿ⁻¹ + ... + a₁x + a₀","Factual"
"Vasya-র অফারগুলোতে ki মাস ধরে চালু রাখার শর্ত থাকলেও সে কীভাবে সেই মাসগুলোর মাঝখানে যেকোনো এক মাসে গাড়িটা কিনে ফেলতে পারে?","কারণ সে যেকোনো মাসে একবার গাড়ি কিনলেই ব্যাংকের সঙ্গে সব পাওনা শেষ হয়ে যায়; এরপর আর অফার চালু রাখা বাধ্যতামূলক নয়।","Reasoning"
"n-ডিগ্রি পলিনোমিয়ালের সঙ্গে m-ডিগ্রি পলিনোমিয়াল গুণ করলে গুণফলের ডিগ্রি কত হয়?","গুণফলের ডিগ্রি হবে n + m।","Factual"
"কেন (x − 4) এবং (x − 5) উভয়ই P(x)-এর উৎপাদক বলা হয়েছে?","কারণ P(4) = 0 এবং P(5) = 0; f(a) = 0 হলে (x − a) উৎপাদক হয়।","Causal"
"উদাহরণ ৬.১-এ Q কে শুধু একটি ধ্রুবক হিসেবে ধরা হলো—এই সিদ্ধান্ত কতটা নিশ্চিত?","Q ধ্রুবকই হবে, কারণ (x − 4)(x − 5) ইতিমধ্যে ২-ঘাতী; সমগ্র P(x) ২-ঘাতী হওয়ায় Q-এর ঘাত শূন্য, অর্থাৎ সংখ্যা।","Reasoning"
"উদাহরণ ৬.২-তে P1, P2, P3 কোন ঘাতের পলিনোমিয়াল?","প্রতিটি ২-ঘাতী।","Factual"
"কীভাবে P = P1 + P2 + P3 সব নির্দিষ্ট বিন্দুতে সঠিক মান দেয়?","প্রতিটি Pi শুধু একটি বিন্দুতে অশূন্য মান রাখে; বাকিগুলোতে শূন্য। যোগফলে সংশ্লিষ্ট বিন্দুতে নির্ধারিত মানটিই পাওয়া যায়।","Causal"
"যদি P1, P2, P3 সব ২-ঘাতী হয়, তাহলে P-এর ডিগ্রি ২-এর বেশি হতে পারে কি?","না; একই ঘাতের পলিনোমিয়ালের যোগফলে সর্বোচ্চ ডিগ্রি অপরিবর্তিত থাকে, তাই P-এর ডিগ্রি ২-ই থাকবে।","Reasoning"
"ল্যাগ্র‍্যান্জ ইন্টারপোলেশনে n-ডিগ্রি পলিনোমিয়াল নির্ণয়ে কতটি বিন্দু প্রয়োজন?","n + 1টি বিন্দু।","Factual"
"কেন প্রতিটি Li বেসিস পলিনোমিয়ালের জন্য Li(xj) শূন্য হয় যখন i ≠ j?","কারণ Li নির্মাণের সমারোপে (x − xj) উৎপাদক শূন্য করে দেয়, ফলে j-তম বিন্দুতে মান শূন্য থাকে।","Causal"
"যদি উচ্চতর ঘাতের Pi ব্যবহার করা হয়, তাহলে চূড়ান্ত P-এর একত্রতা নষ্ট হতে পারে—এই আশঙ্কা কতটা যৌক্তিক?","হ্যাঁ, অতিরিক্ত ঘাতের Pi যোগ করলে P-এর ডিগ্রি বেড়ে যেতে পারে এবং সেটি ন্যূনতম-ঘাতী একত্র ইন্টারপোল্যান্ট হারাতে পারে।","Reasoning"
"পিলনিমিয়াল ইন্টারপোলেশনে P(x) কীভাবে গঠিত হয়?","P(x) = Σ_{i=0}^{n} P_i(x), যেখানে P_i(x) = y_i × Π_{j≠i} (x - x_j)/(x_i - x_j)।","Factual"
"fi,j কে j-এর পলিনমিয়াল ধরা হলে কী লাভ হয়?","j-এর মান অনেক বড় হলেও শুধু a_0, a_1, ..., a_n জানা থাকলে যেকোনো j-এর জন্য fi,j সহজে বের করা যায়।","Causal"
"বিভিন্ন বীজগাণিতিক অপারেটর ব্যবহার করলে সবসময়ই পলিনমিয়াল ইন্টারপোলেশন খাটবে—এ কথা কতটা নির্ভরযোগ্য?","না, এটি সবসময় নির্ভরযোগ্য নয়; অপারেটরগুলো যোগ/বিয়োগ/গুণ হলে অনেকক্ষেত্রে খাটে, তবে max/min/xor ইত্যাদি থাকলে খাটার সম্ভাবনা কমে এবং প্রতিটি ক্ষেত্রে পৃথকভাবে প্রমাণ করতে হয়।","Reasoning"
"Luogu P4463 সমস্যায় fn,k-এর পুনরাবৃত্তি সমীকরণটি কী?","fn,k = fn,k-1 + k × fn-1,k-1।","Factual"
"কেন fn,k-1 এবং k × fn-1,k-1 দুটি পৃথকভাবে যোগ করা হয়?","কারণ শেষ সংখ্যাটি k-এর ছোট হলে fn,k-1 নিয়ে আসে, আর ঠিক k হলে বাকি n-1 সংখ্যার ভ্যালু k-1 পর্যন্ত সীমাবদ্ধ থাকে, যাদের ভ্যালুর যোগফল fn-1,k-1; তাই k × fn-1,k-1 যোগ করতে হয় সেই ক্ষেত্রটি গণনায় আনতে।","Causal"
"n=500, k=10⁹ হলে সরাসরি সকল ভ্যালিড সিকোয়েন্স তৈরি করে গুণফল ও যোগফল বের করা সম্ভব হবে না—এই সীমাবদ্ধতা অতিক্রম করতে পুনরাবৃত্তি সমীকরণ কেন শ্রেয়?","সরাসরি তালিকা করলে 500! বা 10⁹ টি উপাদানের সাথে কাজ করতে হত, যা সময় ও স্মৃতির অপারগ; পুনরাবৃত্তি সমীকরণ fn,k = fn,k-1 + k × fn-1,k-1 ব্যবহার করে O(nk) জটিলতায় সমাধান করা যায়, যা n=500 হলে ৫০০×১০⁹ পদক্ষেপও অনেক, তাই আরও অনুকূলীকরণ (যেমন n-সংযুক্ত ডিপি বা ম্যাট্রিক্স এক্সপোনেনশিয়েশন) প্রয়োজন—এই যুক্তিতে পুনরাবৃত্তি সমীকরণই ভিত্তি।","Reasoning"
"গুনিদেতহেব কী?","গুনিদেতহেব একটি সংখ্যা।","Factual"
"কেন গুনিদেতহেব n −1 ৈদেঘর্য্রিসকুেয়Ɉগুেলারভয্ালুগুেলা k িদেয়গুনহেব?","কারণ n তম সংখয্ােকআমরা k ধেরিছ।","Causal"
"fn(x) পিলমিনয়ােলরিডিȄ কত?","fn(x) পিলমিনয়ােলরিডিȄ 2n।","Factual"
"কীভাবে সংখয্াগুেলাবসােনাযােব?","সংখয্াগুেলাবসােনাযােব যেন রুট বয্তীতেযেকােনােনােডবসােনাসংখয্াতারপয্ােরেন্টরসংখয্ারেচেয়  ছাটহয়।","Factual"
"g(u) −1 = X v∈child(u) g(v) এর সমাধান কী?","এই সমাধানটি একটি গাছের আকারে সাজানো।","Reasoning"
"fn(1), fn(2), . . . , fn(k) মানেবরকরেত হিȎল কেন?","কারণ আমাদের কাজ সহজ করার জন্য।","Causal"
"পিলনিময়ােলরিডিȄ 2n হওয়ােত আমাদের কী লাভ?","আমাদের 2n + 1 টা পেয়েন্ট িডিপরমানেবরকরেত হেয়েছ।","Causal"
"fu(j) = fu(j −1) + Y v∈child(u) fv(j −1) এর বয্াখয্া কী?","এই সমীকরণটি একটি গাছের নোডের সংখ্যা নির্ণয় করতে সাহায্য করে।","Factual"
"g(u) কী?","g(u) হল একটি ফাংশন যা নোড u এর জন্য ব্যবহৃত হয়।","Factual"
"সমাধানটি কীভাবে প্রমাণ করা হয়েছে?","সমাধানটি প্রমাণ করা হয়েছে গাছের আকারে সাজানো এবং সমীকরণ ব্যবহার করে।","Reasoning"
"ডানপেǸরিডিȄ হেব g(i −1) + 1 কেন?","কারণ ডানপেǸরিডিȄ হেব g(i −1) + 1 হয় যখন আমরা g(i) −1 = g(i −1) + 1 ব্যবহার করি।","Causal"
"ডিজিটাল ডিপি কী?","ডিজিটাল ডিপি হল একটি টেকনিক যেখানে দুটি সংখ্যা তুলনা করার জন্য তাদের ডিজিটগুলোকে বাম থেকে ডানে এক এক করে তুলনা করা হয়।","Factual"
"কেন ডিজিটাল ডিপি ব্যবহার করা হয়?","ডিজিটাল ডিপি ব্যবহার করা হয় কারণ এটি দুটি সংখ্যা তুলনা করার একটি সহজ এবং দ্রুত উপায় প্রদান করে, বিশেষ করে যখন সংখ্যাগুলি খুব বড় হয়।","Causal"
"ডিজিটাল ডিপি ব্যবহার করে দুটি সংখ্যা তুলনা করার সময় কোনটি বড় তা কীভাবে নির্ধারণ করা হয়?","ডিজিটাল ডিপি ব্যবহার করে দুটি সংখ্যা তুলনা করার সময়, প্রথমে সংখ্যাগুলির ডিজিটগুলোকে বাম থেকে ডানে এক এক করে তুলনা করা হয়। যখন একটি মিস্টম্যাচ পাওয়া যায়, তখন যে সংখ্যার ডিজিটটি বড় সেটি বড় সংখ্যা বলে ঘোষণা করা হয়।","Reasoning"
"56744 এবং 56729 সংখ্যা দুটির মধ্যে কোনটি বড়?","56744 সংখ্যাটি বড়।","Factual"
"কীভাবে 123456 সংখ্যার চেয়ে ছোট একটি সংখ্যা তৈরি করা যায়?","123456 সংখ্যার চেয়ে ছোট একটি সংখ্যা তৈরি করতে, প্রথম ডিজিটগুলোকে একই রেখে বাকি ডিজিটগুলোকে কমাতে হবে।","Causal"
"ডিজিটাল ডিপি ব্যবহার করে সংখ্যা তৈরি করার সময় কোন বিষয়টি বিবেচনা করা হয়?","ডিজিটাল ডিপি ব্যবহার করে সংখ্যা তৈরি করার সময় বিবেচনা করা হয় যে সংখ্যাটি অন্য একটি নির্দিষ্ট সংখ্যার চেয়ে বড় বা ছোট হবে কিনা।","Reasoning"
"সংখ্যা তুলনা করার জন্য ডিজিটাল ডিপি ব্যবহার করা হয় কেন?","সংখ্যা তুলনা করার জন্য ডিজিটাল ডিপি ব্যবহার করা হয় কারণ এটি একটি সহজ এবং দ্রুত উপায় প্রদান করে।","Factual"
